batiment_groupe_id;geom_groupe
bdnb-bg-T2PH-4S3J-4M76;MULTIPOLYGON (((240510.3 6726194.1,240512.3 6726194.4,240517.1 6726195.0,240519.6 6726195.4,240520.2 6726191.7,240517.6 6726191.3,240516.7 6726191.2,240516.8 6726190.3,240520.4 6726190.8,240521.2 6726184.9,240517.4 6726184.4,240517.2 6726185.6,240516.1 6726185.5,240516.4 6726182.8,240512.0 6726182.3,240511.0 6726189.5,240514.0 6726189.8,240513.9 6726190.8,240512.8 6726190.6,240510.8 6726190.4,240510.3 6726194.1)),((240580.6 6726046.6,240579.4 6726050.0,240584.1 6726051.5,240586.9 6726043.6,240583.4 6726042.4,240582.9 6726043.9,240574.3 6726041.0,240573.2 6726044.1,240580.6 6726046.6)),((240590.2 6726004.7,240594.3 6725996.3,240591.0 6725994.7,240589.8 6725997.0,240587.7 6725996.0,240584.7 6726002.1,240590.2 6726004.7)),((240595.5 6726133.2,240595.1 6726142.0,240610.4 6726143.7,240610.5 6726141.1,240614.8 6726141.2,240614.5 6726144.5,240619.7 6726144.8,240620.4 6726133.5,240615.6 6726133.1,240615.5 6726135.3,240610.8 6726135.3,240610.9 6726132.8,240595.5 6726133.2)),((240632.7 6726208.4,240634.5 6726207.4,240633.7 6726205.7,240629.6 6726207.7,240629.1 6726206.9,240622.2 6726210.4,240621.1 6726208.5,240609.6 6726214.3,240613.4 6726222.0,240625.3 6726216.4,240624.3 6726214.5,240631.4 6726211.0,240630.9 6726210.2,240633.1 6726209.1,240632.7 6726208.4)))
bdnb-bg-T313-FK4C-Z61L;MULTIPOLYGON (((295865.1 6758474.6,295847.5 6758497.3,295837.7 6758489.8,295830.5 6758499.3,295811.5 6758484.9,295824.0 6758468.6,295836.2 6758452.5,295865.1 6758474.6)))
bdnb-bg-T4LR-GH1J-DMBA;MULTIPOLYGON (((249263.2 6747193.2,249277.0 6747191.1,249276.3 6747188.2,249278.5 6747185.3,249280.5 6747186.8,249281.9 6747184.7,249280.3 6747183.2,249282.2 6747180.8,249285.5 6747183.1,249288.6 6747178.7,249292.7 6747181.9,249297.9 6747174.3,249279.5 6747160.7,249282.3 6747157.2,249277.1 6747153.3,249268.9 6747164.6,249265.8 6747162.5,249255.5 6747174.1,249258.1 6747176.3,249254.1 6747181.5,249262.3 6747187.9,249263.2 6747193.2),(249270.3 6747186.8,249264.2 6747182.3,249267.8 6747177.5,249273.9 6747181.8,249270.3 6747186.8)))
bdnb-bg-T78K-4RLY-A72Q;MULTIPOLYGON (((260103.2 6731136.0,260101.8 6731132.3,260100.8 6731132.7,260094.7 6731117.2,260103.0 6731113.9,260109.2 6731129.4,260108.3 6731129.8,260109.7 6731133.4,260103.2 6731136.0)))
bdnb-bg-T7L3-NV7B-QXTH;MULTIPOLYGON (((217307.8 6789537.1,217299.2 6789555.0,217306.8 6789558.8,217318.4 6789564.4,217316.9 6789567.5,217325.1 6789571.5,217324.5 6789572.5,217332.8 6789576.6,217333.0 6789576.6,217331.1 6789580.4,217337.8 6789584.3,217340.7 6789585.9,217346.1 6789575.3,217345.3 6789573.0,217343.6 6789570.8,217341.8 6789569.3,217337.6 6789567.2,217343.8 6789554.5,217327.1 6789546.4,217315.5 6789540.8,217307.8 6789537.1)))
bdnb-bg-TE64-NLQJ-QSBA;MULTIPOLYGON (((288722.089245954 6775115.52998979,288742.301794725 6775103.45230092,288748.078952531 6775100.00025163,288750.585461894 6775098.52310873,288747.1 6775092.4,288751.5 6775089.9,288751.264219897 6775089.49048719,288748.260594533 6775091.25458303,288748.208159031 6775091.14686023,288738.496363855 6775096.77667219,288717.98707692 6775108.66566148,288722.089245954 6775115.52998979)))
bdnb-bg-TETL-W91U-6ANP;MULTIPOLYGON (((216704.8 6791999.1,216699.4 6791990.1,216721.0 6791977.2,216726.1 6791986.3,216704.8 6791999.1)))
bdnb-bg-TJZR-TG2P-NNCM;MULTIPOLYGON (((220937.8 6760126.8,220919.9 6760144.5,220919.7 6760144.2,220911.9 6760151.8,220905.4 6760145.7,220913.6 6760137.8,220907.5 6760131.6,220925.4 6760114.2,220937.8 6760126.8)))
bdnb-bg-TLZG-LMCK-VXDF;MULTIPOLYGON (((286622.1 6776705.0,286614.3 6776740.6,286616.2 6776741.1,286674.8 6776754.5,286682.9 6776718.1,286682.7 6776718.1,286654.215036675 6776711.94235941,286654.8 6776709.7,286657.8 6776710.4,286659.1 6776703.9,286653.8 6776702.6,286653.3 6776704.6,286644.5 6776702.8,286643.3 6776707.9,286646.0 6776708.6,286645.8 6776710.1,286648.122352952 6776710.62529412,286622.1 6776705.0)))
bdnb-bg-TNZ9-C149-KEYL;MULTIPOLYGON (((237221.5 6745604.3,237226.0 6745601.3,237222.4 6745595.8,237223.9 6745594.8,237228.8 6745591.6,237229.9 6745593.3,237235.2 6745589.8,237234.9 6745589.3,237234.8 6745586.9,237233.3 6745586.9,237229.9 6745581.7,237225.8 6745584.4,237223.4 6745583.1,237220.9 6745587.7,237219.8 6745588.4,237217.9 6745589.6,237219.4 6745592.0,237215.2 6745594.8,237216.9 6745597.3,237204.3 6745605.6,237226.4 6745639.0,237239.0 6745630.7,237221.5 6745604.3)))
bdnb-bg-TQB7-KCG8-9H3P;MULTIPOLYGON (((267633.7 6745049.3,267633.5 6745048.8,267629.3 6745050.2,267628.1 6745052.9,267631.2 6745061.2,267637.5 6745059.1,267637.5 6745058.4,267640.3 6745057.4,267645.1 6745055.7,267645.5 6745056.9,267646.3 6745056.6,267664.5 6745050.2,267664 6745049,267663.3 6745046.8,267661.0 6745040.5,267660.6 6745039.2,267642.1 6745045.7,267641.6 6745045.9,267641.8 6745046.3,267633.7 6745049.3)))
bdnb-bg-TTWX-7SSA-3T12;MULTIPOLYGON (((222741.1 6758830.8,222743.2 6758832.6,222744.5 6758831.1,222746.6 6758832.6,222747.7 6758830.2,222747.8 6758830.2,222746.2 6758828.7,222745.0 6758827.7,222741.1 6758830.8)),((222739.7 6758844.9,222739.3 6758845.5,222740.5 6758846.2,222744.8 6758848.3,222745.9 6758846.2,222746.6 6758844.7,222747.4 6758843.1,222747.9 6758841.7,222750.7 6758836.3,222750.5 6758836.1,222748.9 6758834.6,222746.6 6758832.6,222739.7 6758844.9)))
bdnb-bg-TUK3-4AQ7-TVM9;MULTIPOLYGON (((302624.0 6743494.1,302611.0 6743490.1,302618.2 6743469.2,302630.8 6743473.3,302624.0 6743494.1)))
bdnb-bg-TUR6-DF9C-6SF9;MULTIPOLYGON (((255296.1 6787550.4,255290.1 6787537.8,255285.6 6787528.3,255283.5 6787523.9,255265.3 6787532.3,255267.3 6787536.7,255269.7 6787541.6,255268.5 6787539.2,255265.2 6787540.9,255271.9 6787555.2,255272.7 6787557.1,255275.4 6787560.4,255277.7 6787562.7,255281.2 6787565.4,255283.3 6787560.9,255284.5 6787555.8,255281.6 6787557.1,255296.1 6787550.4)))
bdnb-bg-TZG4-2BAC-6REF;MULTIPOLYGON (((284532.1 6746807.5,284531.4 6746797.0,284534 6746796,284536.9 6746794.7,284538.6 6746798.8,284541.5 6746797.6,284541.4 6746797.1,284545.0 6746795.6,284545.4 6746796.6,284547.3 6746795.8,284549.6 6746801.4,284547.0 6746802.5,284546.3 6746804.2,284544.6 6746803.5,284541.1 6746804.9,284540.9 6746804.3,284536.7 6746806.1,284536.6 6746805.7,284532.1 6746807.5)))
bdnb-bg-U7BP-PD3P-XB9T;MULTIPOLYGON (((224822.6 6761617.0,224814.2 6761637.5,224799.9 6761631.6,224808.6 6761610.8,224822.6 6761617.0)))
bdnb-bg-UHKU-GM4T-7M6S;MULTIPOLYGON (((230669.7 6715576.6,230673.2 6715577.0,230707.1 6715580.4,230708.5 6715575.9,230674.9 6715573.0,230675.7 6715565.0,230679.5 6715565.3,230679.8 6715560.8,230671.2 6715560.1,230669.7 6715576.6)),((230685.1 6715547.3,230683.4 6715567.7,230691.3 6715568.3,230692.7 6715552.9,230703.0 6715553.8,230702.5 6715558.3,230701.8 6715558.1,230701.5 6715559.9,230702.4 6715560.5,230702.0 6715565.2,230703.4 6715565.4,230703.1 6715569.2,230708.4 6715569.7,230708.6 6715566.0,230709.7 6715566.1,230710.7 6715555.0,230712.8 6715555.2,230713.0 6715549.7,230703.0 6715548.8,230692.0 6715547.9,230686.9 6715547.5,230685.1 6715547.3)))
bdnb-bg-UM4L-A88T-RAUQ;MULTIPOLYGON (((255879.7 6790523.0,255875.5 6790524.3,255874.2 6790520.1,255872.2 6790513.5,255881.8 6790510.5,255885.1 6790521.4,255879.7 6790523.0)))
bdnb-bg-UNLK-JFWL-8WRU;MULTIPOLYGON (((266147.9 6745735.5,266117.1 6745676.6,266083.0 6745694.5,266093.2 6745713.9,266076.7 6745722.6,266097.3 6745761.9,266147.9 6745735.5)),((266101.1 6745784.0,266096.3 6745774.8,266092.8 6745776.6,266097.6 6745785.8,266101.1 6745784.0)),((266110.6 6745766.0,266105.1 6745768.8,266110.0 6745778.2,266116.0 6745775.5,266110.6 6745766.0)))
bdnb-bg-UUYN-GU1C-R1VA;MULTIPOLYGON (((312321.5 6738890.9,312327.7 6738891.9,312329.2 6738880.4,312323.3 6738879.4,312323.2 6738880.5,312321.5 6738890.9)))
bdnb-bg-UWCH-UK6J-MW85;MULTIPOLYGON (((224651.2 6753326.8,224652.0 6753324.4,224650.1 6753323.8,224648.092500426 6753323.08303587,224647.971115521 6753323.43149641,224647.291469968 6753325.42270846,224651.2 6753326.8)),((224652.6 6753328.3,224660.5 6753330.9,224661.5 6753328.0,224664.4 6753319.9,224656.5 6753317.2,224653.8 6753325.1,224652.6 6753328.3)))
bdnb-bg-V2LC-PNLB-EGP8;MULTIPOLYGON (((249763.6 6748920.4,249764.5 6748921.4,249763.4 6748922.5,249765.8 6748924.6,249766.9 6748923.6,249770.8 6748927.5,249766.3 6748931.8,249769.9 6748935.4,249779.0 6748926.8,249776.2 6748924.0,249777.3 6748922.9,249768.5 6748913.9,249765.3 6748917.1,249766.2 6748918.0,249763.6 6748920.4)),((249803.1 6748926.5,249810.8 6748935.3,249794.0 6748950.8,249799.1 6748956.3,249807.1 6748949.2,249814.6 6748957.6,249830.0 6748944.4,249825.6 6748939.5,249824.4 6748940.5,249808.0 6748922.2,249803.1 6748926.5)),((249854.7 6748909.0,249855.3 6748909.5,249851.1 6748922.1,249852.8 6748922.6,249851.6 6748926.2,249848.3 6748926.5,249848.0 6748938.5,249850.5 6748938.8,249851.1 6748944.7,249849.3 6748944.9,249849.6 6748948.6,249851.1 6748948.6,249852.2 6748961.8,249860.5 6748961.0,249859.3 6748946.7,249855.5 6748947.0,249855.3 6748944.5,249862.1 6748943.8,249861.5 6748938.3,249859.4 6748938.3,249858.4 6748926.3,249856.6 6748926.0,249857.6 6748923.8,249862.0 6748924.8,249868.2 6748907.0,249856.0 6748902.5,249859.5 6748892.1,249848.8 6748888.3,249842 6748904,249833.5 6748901.2,249832.7 6748900.3,249833.1 6748899.3,249835.5 6748896.9,249827.2 6748888.1,249823.6 6748891.6,249824.4 6748893.1,249823.1 6748894.2,249821.8 6748893.4,249807.2 6748906.6,249815.6 6748914.8,249828.8 6748902.9,249832.4 6748904.0,249833.7 6748906.1,249835.5 6748905.1,249850.9 6748910.4,249853.4 6748908.9,249854.7 6748909.0)),((249998.9 6749054.2,250003.4 6749048.7,249995.7 6749042.1,249991.0 6749047.9,249998.9 6749054.2)),((250110.9 6748900.8,250105.9 6748896.4,250101.9 6748900.6,250061.6 6748862.3,250065.0 6748858.5,250060.4 6748854.2,250052.5 6748862.5,250046.6 6748857.0,250051.7 6748833.1,250056.1 6748827.8,250071.9 6748842.4,250078.5 6748835.5,250062.8 6748820.8,250080.2 6748802.8,250086.3 6748796.4,250071.1 6748782.0,250088.6 6748763.9,250095.1 6748757.1,250078.8 6748742.2,250096 6748724,250091.6 6748720.1,250074.3 6748738.1,250067.7 6748744.9,250083.7 6748759.4,250066.3 6748777.4,250060.2 6748783.8,250068.3 6748791.5,250051.2 6748809.9,250058.2 6748816.4,250051.5 6748823.4,250050.1 6748822.2,250046.2 6748826.3,250049.6 6748829.5,250049.0 6748830.2,250043.2 6748858.3,250050.3 6748864.9,250068.9 6748882.0,250065.8 6748885.4,250078.7 6748896.5,250081.3 6748894.0,250100.8 6748911.6,250120.8 6748929.5,250153.1 6748920.3,250174.0 6748898.1,250178.5 6748902.0,250180.5 6748899.9,250208.3 6748869.4,250212.5 6748873.0,250201.6 6748885.2,250210.4 6748892.7,250221.5 6748880.8,250217.3 6748877.0,250222.4 6748871.2,250205.9 6748857.2,250173.3 6748893.4,250171.2 6748895.6,250160.9 6748907.0,250137.8 6748887.1,250142.1 6748882.0,250134.7 6748875.3,250122.3 6748889.5,250127.7 6748894.3,250108.6 6748914.4,250102.9 6748909.4,250110.9 6748900.8),(250120.0 6748907.3,250122.7 6748909.1,250121.6 6748916.5,250126.5 6748920.8,250131.0 6748921.3,250133.1 6748923.4,250122.1 6748926.4,250111.1 6748916.6,250120.0 6748907.3),(250131.6 6748895.2,250154.0 6748914.6,250150.4 6748918.7,250143.7 6748920.5,250137.2 6748915.4,250136.5 6748909.1,250132.1 6748905.2,250127.1 6748904.3,250124.8 6748902.3,250130.3 6748896.6,250131.6 6748895.2)),((250054.1 6748887.4,250053.1 6748886.4,250055.4 6748884.0,250044.8 6748874.1,250041.1 6748878.1,250052.8 6748888.9,250054.1 6748887.4)),((250059.0 6748941.2,250060.2 6748942.3,250062.4 6748940.1,250061.1 6748938.9,250069.5 6748929.8,250043.5 6748905.4,250052.4 6748895.2,250037.8 6748881.5,250028.4 6748892.2,250039.7 6748902.5,250026.6 6748917.1,250055.6 6748944.4,250059.0 6748941.2)),((250129.6 6748949.2,250136.0 6748948.5,250135.2 6748936.9,250122.3 6748937.6,250122.4 6748948.5,250124.6 6748949.6,250124.7 6748956.3,250129.8 6748956.4,250129.6 6748949.2)),((250140.7 6748769.7,250143.0 6748772.7,250138.9 6748777.1,250138.9 6748777.8,250145.1 6748783.5,250157.7 6748769.6,250151.4 6748763.8,250145.7 6748769.8,250143.2 6748767.7,250141.7 6748767.4,250140.5 6748768.5,250140.7 6748769.7)),((250249.6 6748897.0,250251.2 6748895.2,250256.4 6748899.6,250261.8 6748893.3,250255.8 6748888.5,250254.6 6748889.6,250246.0 6748881.8,250239.8 6748888.9,250249.6 6748897.0)),((250284.9 6748872.9,250272.2 6748886.2,250285.8 6748899.4,250298.6 6748885.6,250284.9 6748872.9)))
bdnb-bg-V5NM-82ZH-1LL3;MULTIPOLYGON (((253500.6 6750803.0,253539.8 6750793.3,253538.8 6750788.7,253536.6 6750779.8,253539.3 6750779.1,253539.5 6750779.6,253540.2 6750779.5,253540.1 6750778.9,253548.1 6750776.9,253548.2 6750777.5,253548.7 6750777.3,253548.6 6750776.8,253551.2 6750776.1,253551.4 6750776.7,253552.1 6750776.5,253551.9 6750776.0,253552.5 6750775.8,253552.3 6750775.2,253551.8 6750775.3,253549.9 6750768.1,253549.2 6750765.1,253549.7 6750765.0,253549.5 6750764.3,253549.0 6750764.4,253548.2 6750761.1,253552.0 6750760.1,253550.2 6750753.1,253546.4 6750754.0,253544.8 6750747.5,253545.3 6750747.3,253545.1 6750746.5,253544.6 6750746.6,253543.1 6750740.5,253543.6 6750740.4,253543.3 6750739.6,253542.9 6750739.7,253541.2 6750733.1,253541.7 6750733.0,253541.5 6750732.1,253541.0 6750732.3,253540.3 6750729.6,253540.8 6750729.4,253540.7 6750728.9,253540.2 6750729.0,253539.3 6750725.5,253539.8 6750725.3,253539.7 6750724.9,253539.3 6750724.9,253539.1 6750724.4,253538.6 6750724.5,253538.7 6750725.1,253536.0 6750725.8,253535.8 6750725.2,253535.3 6750725.5,253535.3 6750726.0,253527.3 6750728.0,253527.1 6750727.5,253526.6 6750727.6,253526.7 6750728.1,253524.7 6750728.6,253521.9 6750718.2,253512.7 6750720.6,253513.5 6750723.7,253490.8 6750729.3,253493.4 6750740.9,253512.1 6750736.4,253521.2 6750734.2,253523 6750741,253518.1 6750742.3,253519.8 6750749.6,253524.8 6750748.3,253526.5 6750755.1,253521.6 6750756.4,253523.4 6750763.4,253528.3 6750762.1,253530.1 6750769.2,253525.3 6750770.5,253528.3 6750781.8,253493.2 6750790.6,253493.5 6750791.6,253494.7 6750796.0,253495.5 6750799.0,253499.4 6750798.0,253500.6 6750803.0)),((253495.5 6750805.8,253496.2 6750808.3,253501.7 6750806.8,253501.1 6750804.4,253495.5 6750805.8)),((253551.4 6750789.0,253540.7 6750792.0,253541.9 6750796.3,253557.1 6750792.6,253555.4 6750786.0,253551.0 6750787.2,253551.4 6750789.0)))
bdnb-bg-V63A-7LKD-GS47;MULTIPOLYGON (((284717.7 6774166.5,284717.9 6774176.4,284720.4 6774176.5,284720.6 6774184.0,284710.5 6774184.2,284705.8 6774187.0,284700.6 6774183.8,284700.6 6774179.6,284699.0 6774179.6,284698.9 6774175.6,284700.0 6774175.5,284699.9 6774171.2,284699.1 6774171.2,284699.0 6774166.7,284700.2 6774166.6,284700.1 6774162.4,284704.7 6774159.4,284709.0 6774161.7,284719.9 6774161.6,284720.1 6774166.5,284717.7 6774166.5)))
bdnb-bg-V7AT-J9SU-N6GF;MULTIPOLYGON (((225486.7 6802030.2,225488.5 6802031.9,225490.3 6802030.1,225494.0 6802033.3,225498.8 6802028.3,225500.5 6802029.9,225503.3 6802026.9,225501.843304413 6802025.56303282,225510.0 6802018.6,225508.3 6802016.0,225511.3 6802013.3,225507.9 6802009.9,225505.566076157 6802011.92011896,225507.179050181 6802013.69250277,225502.309090578 6802017.49907943,225497.326818222 6802021.41776467,225496.0 6802020.2,225486.7 6802030.2)),((225538.1 6801946.7,225538.8 6801947.4,225540.2 6801949.7,225544.2 6801945.5,225542.6 6801943.5,225544.857007199 6801940.99221422,225544.709731142 6801940.84202276,225542.960083737 6801942.82353901,225537.751366046 6801938.5851432,225536.840715696 6801937.84502587,225532.982433778 6801942.15412834,225535.1 6801944.1,225538.1 6801946.7)))
bdnb-bg-VHRT-DLMM-4NZ9;MULTIPOLYGON (((243659.738607812 6736629.18400381,243668.8 6736648.9,243669.1 6736649.5,243674.0 6736647.1,243675.573405142 6736642.22244406,243675.138436625 6736642.05718882,243671.941281633 6736638.92749878,243670.480808397 6736637.49128825,243667.761586056 6736634.69245589,243666.336882616 6736633.23120353,243660.670607941 6736627.41711592,243659.738607812 6736629.18400381)))
bdnb-bg-VLYA-VFPR-34TU;MULTIPOLYGON (((271446.5 6743227.4,271439.8 6743197.8,271417.6 6743202.8,271424.2 6743232.5,271433.0 6743230.5,271433.5 6743232.8,271438.2 6743231.7,271437.7 6743229.4,271446.5 6743227.4)))
bdnb-bg-VMBY-ZR2Y-5H5P;MULTIPOLYGON (((221796.6 6759017.1,221797.9 6759020.2,221799.9 6759019.5,221808.3 6759040.8,221772.8 6759055.0,221762.0 6759031.1,221752.2 6759009.7,221787.8 6758995.3,221796.6 6759017.1)))
bdnb-bg-VNTG-T79Y-41HN;MULTIPOLYGON (((231854.843314787 6751424.82996974,231855.64873455 6751427.41084758,231855.780415962 6751428.19940992,231858.7 6751427.4,231858.8 6751428.3,231859.4 6751430.7,231868.8 6751427.9,231876.2 6751425.8,231878.7 6751425.0,231877.8 6751421.5,231884.8 6751419.5,231882.8 6751412.9,231863.0 6751418.6,231859.4 6751407.1,231853.4 6751411.1,231857.6 6751424.0,231854.843314787 6751424.82996974)))
bdnb-bg-VRYP-QR9G-XQ5Z;MULTIPOLYGON (((274483.1 6752369.8,274492.6 6752378.6,274522.8 6752358.3,274524.2 6752357.3,274527.1 6752354.9,274519.4 6752346.1,274516.1 6752348.3,274515.4 6752347.8,274483.1 6752369.8)),((274527.2 6752354.8,274544.1 6752339.7,274551.5 6752334.5,274532.4 6752322.6,274518.4 6752345.3,274519.4 6752346.1,274527.2 6752354.8)))
bdnb-bg-VU16-N1RC-91JV;MULTIPOLYGON (((224339.3 6757606.7,224325.4 6757609.0,224314.9 6757546.7,224328.7 6757544.8,224339.3 6757606.7)))
bdnb-bg-VUQ2-LAJF-WAXN;MULTIPOLYGON (((214651.4 6763072.5,214644.8 6763062.5,214639.9 6763065.8,214637.5 6763067.4,214633.8 6763069.8,214633.1 6763070.3,214638.4 6763078.2,214641.5 6763076.1,214642.9 6763078.2,214648.8 6763074.3,214651.4 6763072.5)))
bdnb-bg-VXA7-EPN9-XXE3;MULTIPOLYGON (((264532.2 6745014.2,264531.5 6745012.8,264529.8 6745013.6,264530.4 6745015.0,264528.4 6745015.9,264527.0 6745012.5,264517.8 6745016.4,264524.1 6745031.2,264545.5 6745022.1,264540.7 6745010.6,264532.2 6745014.2)),((264525.6 6745034.2,264522.7 6745035.3,264524.1 6745038.7,264541.6 6745031.3,264538.6 6745025.1,264524.1 6745031.2,264525.6 6745034.2)))
bdnb-bg-VZB2-EW5K-4UZP;MULTIPOLYGON (((268325.6 6755489.9,268332.9 6755489.5,268334.3 6755487.5,268334.0 6755481.7,268339.1 6755481.4,268339.9 6755496.2,268345.5 6755495.9,268347.0 6755495.8,268345.8 6755470.4,268324.4 6755471.9,268325.6 6755489.9)),((268337 6755526,268337.1 6755521.5,268330.8 6755521.5,268330.8 6755525.9,268337 6755526)),((268326.4 6755458.5,268326.9 6755463.2,268336.9 6755462.2,268336.4 6755457.5,268326.4 6755458.5)),((268348.8 6755518.8,268338.7 6755518.7,268338.7 6755526.0,268349.1 6755526.1,268348.8 6755518.8)))
bdnb-bg-VZYS-E4EA-T93Y;MULTIPOLYGON (((270704.5 6751326.6,270691.5 6751311.6,270717.3 6751289.6,270730.0 6751304.7,270704.5 6751326.6)))
bdnb-bg-W2BY-15ZX-L87E;MULTIPOLYGON (((240711.7 6727413.5,240711.4 6727412.2,240721.8 6727409.3,240720.5 6727404.4,240706.2 6727408.3,240692.0 6727412.3,240680.2 6727415.5,240678.3 6727417.9,240679.8 6727421.0,240703.0 6727414.1,240703.4 6727415.6,240711.7 6727413.5)),((240701.7 6727439.7,240702.6 6727442.5,240705.0 6727441.6,240709.9 6727439.7,240708.9 6727437.0,240701.7 6727439.7)),((240762.5 6727393.7,240760.0 6727390.1,240750.8 6727395.3,240745.6 6727398.2,240748.0 6727402.3,240762.5 6727393.7)),((240732.6 6727429.9,240734.7 6727433.8,240733.6 6727434.5,240733.3 6727435.4,240734.0 6727436.7,240734.9 6727436.8,240736.0 6727436.3,240737.3 6727438.7,240743.6 6727435.3,240749.5 6727445.8,240743.4 6727449.2,240747.8 6727457.1,240770.4 6727444.4,240765.3 6727435.2,240759.2 6727438.5,240753.3 6727428.1,240759.7 6727424.5,240755.7 6727417.2,240732.6 6727429.9)),((240801.2 6727386.8,240812.3 6727397.0,240815.8 6727393.1,240800.1 6727378.8,240796.6 6727382.6,240801.2 6727386.8)),((240800.3 6727430.8,240800.6 6727431.8,240805.2 6727430.6,240805.7 6727430.5,240803.7 6727422.7,240798.6 6727423.9,240800.3 6727430.8)))
bdnb-bg-W9NE-BSVN-NMLG;MULTIPOLYGON (((265527.1 6745719.4,265528.1 6745719.4,265532.8 6745716.0,265533.2 6745717.2,265539.4 6745726.8,265546.8 6745735.6,265555.2 6745743.3,265563.3 6745749.0,265589.0 6745724.5,265588.9 6745724.4,265589.8 6745723.7,265596.3 6745730.4,265595.5 6745731.2,265570.7 6745755.1,265596.8 6745776.7,265614.9 6745791.6,265601.9 6745780.9,265594.7 6745789.8,265617.3 6745808.1,265632.3 6745794.4,265628.4 6745790.2,265632.6 6745785.9,265627.2 6745780.6,265646.4 6745762.2,265660.3 6745748.7,265675.9 6745765.7,265678.0 6745767.1,265701.0 6745745.8,265696.311942735 6745740.61321324,265720.0 6745711.5,265727.7 6745704.0,265731.5 6745700.3,265735.4 6745704.2,265739.8 6745698.9,265734.3 6745693.0,265782.7 6745647.4,265744.2 6745606.6,265747.1 6745603.9,265708.4 6745562.9,265742.2 6745598.7,265743.7 6745597.0,265743.9 6745595.9,265743.3 6745594.4,265740.5 6745591.9,265743.9 6745588.6,265741.0 6745585.9,265718.4 6745562.5,265712.9 6745557.2,265704.7 6745564.8,265705.5 6745565.7,265698.4 6745558.2,265688.9 6745574.6,265679.3 6745583.6,265678.9 6745583.9,265655.247088994 6745603.66065983,265648.9 6745600.8,265647.2 6745601.2,265645.9 6745602.4,265638.8 6745613.4,265616.5 6745628.6,265596.7 6745644.9,265583.0 6745657.7,265569.9 6745670.9,265553.4 6745688.6,265533.0 6745714.2,265533.1 6745714.2,265532.4 6745714.8,265527.4 6745718.4,265527.1 6745719.4),(265555.5 6745692.9,265551.2 6745698.0,265550.3 6745697.2,265554.6 6745692.2,265555.5 6745692.9)))
bdnb-bg-W9Q5-GKUX-NGYF;MULTIPOLYGON (((222962.7 6754544.0,222962.4 6754550.3,222968.0 6754550.3,222974.5 6754560.4,222975.4 6754560.1,222973.2 6754552.9,222973.5 6754539.6,222962.7 6754539.2,222962.7 6754544.0)),((222993.9 6754545.4,222995.0 6754545.8,222995.8 6754545.3,222996.9 6754545.6,222997.5 6754545.2,222998.6 6754542.2,222997.9 6754541.3,222996.8 6754540.9,222996.5 6754540.2,222986.6 6754536.8,222985.3 6754537.2,222984.0 6754540.9,222981.3 6754540.1,222979.6 6754545.3,222984.0 6754546.7,222982.6 6754550.7,222991.1 6754553.4,222993.9 6754545.4)))
bdnb-bg-WBPD-2SA2-DE7E;MULTIPOLYGON (((274556.6 6770739.5,274556.8 6770743.6,274563.7 6770743.3,274563.7 6770744.2,274569.9 6770743.9,274569.7 6770740.1,274563.5 6770740.4,274563.5 6770739.2,274556.6 6770739.5)),((274589.9 6770750.2,274591.8 6770740.8,274592.5 6770736.7,274585.4 6770735.3,274584.6 6770739.3,274578.2 6770738.0,274576.3 6770747.5,274589.9 6770750.2)),((274579.5 6770819.4,274581.5 6770819.9,274581.9 6770817.8,274579.8 6770817.4,274579.9 6770816.7,274574.6 6770815.6,274574.1 6770817.1,274560.2 6770816.8,274544.3 6770819.6,274528.8 6770822.2,274528.6 6770820.8,274521.1 6770822.3,274522.1 6770827.2,274544.0 6770823.1,274557.5 6770820.7,274563.7 6770820.4,274574.6 6770820.3,274579.0 6770821.1,274579.5 6770819.4)),((274604.2 6770792.9,274608.1 6770782.1,274589.0 6770774.7,274585.0 6770785.7,274604.2 6770792.9)))
