"Column","Type","Size","Nulls","Auto","Default","Children","Parents","Comments"
"batiment_groupe_id","varchar","22","√","","null","","","Identifiant du groupe de bâtiment au sens de la BDNB"
"code_departement_insee","varchar","2","√","","null","","","Code département INSEE"
"parcelle_unifiee_id","varchar","22","√","","null","","","Identifiant de la parcelle unifiée, au sens du Cerema"
"s_geom_groupe","int4","10","√","","null","","","Surface au sol de la géométrie du bâtiment groupe (geom_groupe)"
"code_iris","varchar","9","√","","null","","","Code iris INSEE"
"code_commune_insee","varchar","5","√","","null","","",""
"libelle_commune_insee","text","2147483647","√","","null","","","(insee) Libellé de la commune accueillant le groupe de bâtiment"
"code_epci_insee","text","2147483647","√","","null","","","Code de l’EPCI"
"contient_fictive_geom_groupe","bool","1","√","","null","","","Vaut “vrai”, si la géométrie du groupe de bâtiment est générée automatiquement et ne représente pas la géométrie du groupe de bâtiment."
"geom_groupe","geometry","2147483647","√","","null","","","Géométrie multipolygonale du groupe de bâtiment (Lambert-93)"
"cle_interop_adr_principale_ban","text","2147483647","√","","null","","","Clé d’interopérabilité de l’adresse principale (issue de la BAN)"
"cle_interop_adr_principale","text","2147483647","√","","null","","","clé d’interopérabilité de l’adresse principale"
"libelle_adr_principale_ban","text","2147483647","√","","null","","","Libellé complet de l’adresse principale (issue de la BAN)"
"libelle_adr_principale","text","2147483647","√","","null","","","libellé complet de l’adresse principale"
"nb_adresse","int4","10","√","","null","","","Nombre d’adresses"
"nb_adresse_valid","int4","10","√","","null","","","DEPRECIEE Nombre d’adresses valides différentes qui desservent le groupe de bâtiment"
"nb_adresse_valid_ban","int4","10","√","","null","","","Nombre d’adresses valides différentes provenant de la BAN qui desservent le groupe de bâtiment"
"fiabilite_cr_adr_niv_1","text","2147483647","√","","null","","","Fiabilité des données croisées à l’adresse (‘données croisées à l’adresse fiables’, ‘données croisées à l’adresse fiables à l’echelle de la parcelle unifiee’, ‘données croisées à l’adresse moyennement fiables’, ‘problème de géocodage’)"
"fiabilite_cr_adr_niv_2","text","2147483647","√","","null","","","Fiabilité détaillée des données croisées à l’adresse"
"dle_elec_conso_res_par_m2","numeric","17,3","√","","null","","","consommation electrique résidentielle ramené au m² (en surface résidentielle) kWh/m².an"
"dle_elec_conso_pro_par_m2","numeric","17,3","√","","null","","","consommation electrique professionnelle ramené au m² (en surface résidentielle) kWh/m².an"
"dle_elec_conso_tot_par_m2","numeric","17,3","√","","null","","","consommation electrique totale ramené au m² (en surface résidentielle) kWh/m².an"
"dle_gaz_conso_res_par_m2","numeric","17,3","√","","null","","","consommation gaz résidentielle ramené au m² (en surface résidentielle) kWh/m².an"
"dle_gaz_conso_pro_par_m2","numeric","17,3","√","","null","","","consommation gaz professionnelle ramené au m² (en surface résidentielle) kWh/m².an"
"dle_gaz_conso_tot_par_m2","numeric","17,3","√","","null","","","consommation gaz totale ramené au m² (en surface résidentielle) kWh/m².an"
"dle_reseau_conso_res_par_m2","numeric","17,3","√","","null","","","consommation RC résidentielle ramenée au m² (en surface résidentielle) kWh/m².an"
"dle_reseau_conso_pro_par_m2","numeric","17,3","√","","null","","","consommation RC professionnelle ramenée au m² (en surface résidentielle) kWh/m².an"
"dle_reseau_conso_tot_par_m2","numeric","17,3","√","","null","","","consommation RC totale ramenée au m² (en surface résidentielle) kWh/m².an"
"enethermo_conso_ener_res_par_m2","numeric","17,3","√","","null","","","(enethermo-ffo) consommation electrique résidentielle ramené au m² (en surface résidentielle) kWh/m².an"
"enethermo_conso_thermo_res_par_m2","numeric","17,3","√","","null","","","consommation thermosensibilité résidentielle ramené au m² (en surface résidentielle) kWh/m².an"
"fiabilite_emprise_sol","varchar","7","√","","null","","","Fiabilité de l’emprise au sol du bâtiment"
"fiabilite_hauteur","varchar","7","√","","null","","","Fiabilité de la hauteur du bâtiment"
"fiabilite_adresse","varchar","7","√","","null","","","Fiabilité des adresses du bâtiment : “vrai” si les Fichiers Fonciers et BDTOpo partagent au moins une même adresse BAN"
"croisement_geospx_reussi","bool","1","√","","null","","","le croisement géospatial entre la BDTOPO et les fichiers fonciers est considérée comme réussi"
"ffo_prop_personne_id_proprietaire_principal","text","2147483647","√","","null","","","(ffo:idpersonne) identifiant du proprietaire possédant la plus grande surface du bâtiment"
"ffo_prop_denomination_proprietaire_principal","text","2147483647","√","","null","","","(ffo:ddenom) identifiant du proprietaire possédant la plus grande surface du bâtiment"
"ffo_prop_groupe_proprietaire_principal","text","2147483647","√","","null","","","(ffo:ccogrmtxt) typologie du proprietaire principal (ETAT, DEPARTEMENT, OFFICE HLM …)"
"ffo_prop_nb_proprietaire","int4","10","√","","null","","","(ffo) Nombre de proprietaires differents qui possèdent des locaux dans le bâtiment"
"ffo_prop_nb_proprietaire_bailleur","int4","10","√","","null","","","(ffo) Nombre de proprietaires bailleurs sociaux differents qui possèdent des locaux dans le bâtiment"
"ffo_prop_nb_proprietaire_pm","int4","10","√","","null","","","(ffo) Nombre de propriétaires"
"ffo_prop_nb_gestionnaire","int4","10","√","","null","","","(ffo) nombre de gestionnaires différents dans le bâtiment"
"ffo_prop_nb_gestionaire_bailleur","int4","10","√","","null","","","(ffo) nombre de gestionnaires de types bailleur sociaux dans le bâtiment"
"ffo_prop_nb_gestionnaire_pm","int4","10","√","","null","","","(ffo) nombre de gestionnaires de types personne morale dans le bâtiment"
"simu_dpe_indecence_energetique_initial","numeric","0","√","","null","","","probabilité du bâtiment d’être en indécence énergétique dans son état initial"
"simu_dpe_indecence_energetique_renove","numeric","0","√","","null","","","probabilité du bâtiment d’être en indécence énergétique dans son état rénové (rénovation globale)"
"simu_dpe_volume_habitable","int4","10","√","","null","","","volume habitable du bâtiment m3"
"simu_dpe_volume_brut","int4","10","√","","null","","","Volume brut du bâtiment m3"
"simu_dpe_surface_facade_vitree","int4","10","√","","null","","","Estimation de la surface de façade vitrée m²"
"simu_dpe_surface_facade_totale","int4","10","√","","null","","","Estimation de la surface totale de façade (murs + baies) m²"
"simu_dpe_surface_facade_mitoyenne","int4","10","√","","null","","","Estimation de la surface de façade donnant sur un autre bâtiment m²"
"simu_dpe_surface_facade_ext","int4","10","√","","null","","","Estimation de la surface de façade donnant sur l’exterieur m²"
"simu_dpe_surface_enveloppe","int4","10","√","","null","","","Estimation de la surface de l’enveloppe m²"
"simu_dpe_surface_verticale","int4","10","√","","null","","","Estimation de la surface verticale du bâtiment m²"
"simu_dpe_surface_deperditive","int4","10","√","","null","","","Estimation de la surface déperditive du bâtiment m²"
"simu_dpe_surface_deperditive_verticale","int4","10","√","","null","","","Estimation de la surface déperditive verticale du bâtiment m²"
"simu_dpe_surface_toiture","int4","10","√","","null","","","Estimation de la surface de toiture du bâtiment m²"
"simu_dpe_sh","int4","10","√","","null","","","Estimation de la surface habitable du bâtiment m²"
"simu_dpe_compacite","int4","10","√","","null","","","Estimation de la compacité du bâtiment"
"simu_dpe_compacite_verticale","int4","10","√","","null","","","Estimation de la compacité verticale du bâtiment"
"simu_dpe_compacite_brute","int4","10","√","","null","","","Estimation de la compacité brute du bâtiment"
"simu_dpe_compacite_verticale_brute","int4","10","√","","null","","","Estimation de la compacité verticale brute du bâtiment"
"simu_dpe_correction_vertical","int4","10","√","","null","","","coefficient de correction des surfaces déperditives verticale pour le bâtiment"
"simu_dpe_correction_surface_horizontale","int4","10","√","","null","","","coefficient de correction des surfaces déperditives horizontales pour le bâtiment"
"simu_dpe_correction_plancher_bas_non_deperditif","int4","10","√","","null","","","Esttimation si le plancher_bas est déperditif"
"simu_dpe_ratio_volume_superstructure_defaut_volume_geom","int4","10","√","","null","","","Ratio entre le volume de la superstructure par défaut et le volume de la géométrie"
"simu_dpe_summer_solar_radiation","int4","10","√","","null","","","Estimation des radiations solaires d’été (kWh/m2/an)"
"simu_dpe_gisement_gain_conso_finale_total","int4","10","√","","null","","","Estimation du gisement de gain de consommation finale total"
"simu_dpe_gisement_gain_ges_mean","int4","10","√","","null","","","Estimation moyenne du gisement de gain sur les émissions de gaz à effets de serre"
"simu_dpe_gisement_gain_energetique_mean","int4","10","√","","null","","","Estimation du gain énergétique moyen"
"simu_dpe_etat_initial_consommation_energie_estim_inc","int4","10","√","","null","","","Incertitude des estimations de consommation énergétique finale avant rénovation kWh/m2/an"
"simu_dpe_etat_initial_consommation_energie_estim_lower","int4","10","√","","null","","","Estimation basse de la consommation énergétique finale avant rénovation kWh/m2/an"
"simu_dpe_etat_initial_consommation_energie_estim_mean","int4","10","√","","null","","","Estimation moyenne de la consommation énergétique finale avant rénovation kWh/m2/an"
"simu_dpe_etat_initial_consommation_energie_estim_upper","int4","10","√","","null","","","Estimation haute de la consommation énergétique finale avant rénovation kWh/m2/an"
"simu_dpe_etat_initial_consommation_energie_primaire_estim_lower","int4","10","√","","null","","","Estimation basse de la consommation énergétique primaire avant rénovation kWh/m2/an"
"simu_dpe_etat_initial_consommation_energie_primaire_estim_mean","int4","10","√","","null","","","Estimation moyenne de la consommation énergétique primaire avant rénovation kWh/m2/an"
"simu_dpe_etat_initial_consommation_energie_primaire_estim_upper","int4","10","√","","null","","","Estimation haute de la consommation énergétique primaire avant rénovation kWh/m2/an"
"simu_dpe_etat_initial_consommation_ges_estim_inc","int4","10","√","","null","","","Incertitude sur l’estimation de consommation de GES avant rénovation kgeqC02/m2/an"
"simu_dpe_etat_initial_ges_estim_lower","int4","10","√","","null","","","Estimation basse de la consommation de GES avant rénovation kgeqC02/m2/an"
"simu_dpe_etat_initial_ges_estim_mean","int4","10","√","","null","","","Estimation moyenne de la consommation de GES avant rénovation kgeqC02/m2/an"
"simu_dpe_etat_initial_ges_estim_upper","int4","10","√","","null","","","Estimation haute de la consommation de GES avant rénovation kgeqC02/m2/an"
"simu_dpe_etat_initial_risque_canicule","int4","10","√","","null","","","Estimation du risque canicule avant rénovation 1-5"
"simu_dpe_etat_initial_risque_canicule_inc","int4","10","√","","null","","","Incertitude de l’estimation du risque canicule avant rénovation 1-5"
"simu_dpe_etat_renove_consommation_energie_estim_inc","int4","10","√","","null","","","Incertitude sur les estimations des consommations énergétiques finales après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)  kWh/m2/an"
"simu_dpe_etat_renove_consommation_energie_estim_lower","int4","10","√","","null","","","Estimation basse de la consommation énergétique finale après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)  kWh/m2/an"
"simu_dpe_etat_renove_consommation_energie_estim_mean","int4","10","√","","null","","","Estimation moyenne de la consommation énergétique finale après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)  kWh/m2/an"
"simu_dpe_etat_renove_consommation_energie_estim_upper","int4","10","√","","null","","","Estimation haute de la consommation énergétique finale après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)  kWh/m2/an"
"simu_dpe_etat_renove_consommation_energie_primaire_estim_lower","int4","10","√","","null","","","Estimation basse de la consommation d’énergie primaire après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)  kWh/m2/an"
"simu_dpe_etat_renove_consommation_energie_primaire_estim_mean","int4","10","√","","null","","","Estimation moyenne de la consommation d’énergie primaire après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)  kWh/m2/an"
"simu_dpe_etat_renove_consommation_energie_primaire_estim_upper","int4","10","√","","null","","","Estimation haute de la consommation d’énergie primaire après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)  kWh/m2/an"
"simu_dpe_etat_renove_consommation_ges_estim_inc","int4","10","√","","null","","","Incertitude sur l’estimation de consommation de GES après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)  kgeqC02/m2/an"
"simu_dpe_etat_renove_ges_estim_lower","int4","10","√","","null","","","Estimation basse des émissions de GES après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)  kWh/m2/an"
"simu_dpe_etat_renove_ges_estim_mean","int4","10","√","","null","","","Estimation moyenne des émissions de GES après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)  kWh/m2/an"
"simu_dpe_etat_renove_ges_estim_upper","int4","10","√","","null","","","Estimation haute des émissions de GES après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)  kWh/m2/an"
"simu_dpe_etat_renove_risque_canicule","int4","10","√","","null","","","Estimation du risque canicule après rénovation 1-5"
"simu_dpe_etat_renove_risque_canicule_inc","int4","10","√","","null","","","Incertitude de l’estimation du risque canicule après rénovation 1-5"
"simu_dpe_etiquette_dpe_initial_a","float4","8,8","√","","null","","","Estimation de la probabilité d’avoir des logements d’étiquette A dans le bâtiment pour l’état actuel du bâtiment"
"simu_dpe_etiquette_dpe_initial_b","float4","8,8","√","","null","","","Estimation de la probabilité d’avoir des logements d’étiquette B dans le bâtiment pour l’état actuel du bâtiment"
"simu_dpe_etiquette_dpe_initial_c","float4","8,8","√","","null","","","Estimation de la probabilité d’avoir des logements d’étiquette C dans le bâtiment pour l’état actuel du bâtiment"
"simu_dpe_etiquette_dpe_initial_d","float4","8,8","√","","null","","","Estimation de la probabilité d’avoir des logements d’étiquette D dans le bâtiment pour l’état actuel du bâtiment"
"simu_dpe_etiquette_dpe_initial_e","float4","8,8","√","","null","","","Estimation de la probabilité d’avoir des logements d’étiquette E dans le bâtiment pour l’état actuel du bâtiment"
"simu_dpe_etiquette_dpe_initial_f","float4","8,8","√","","null","","","Estimation de la probabilité d’avoir des logements d’étiquette F dans le bâtiment pour l’état actuel du bâtiment"
"simu_dpe_etiquette_dpe_initial_g","float4","8,8","√","","null","","","Estimation de la probabilité d’avoir des logements d’étiquette G dans le bâtiment pour l’état actuel du bâtiment"
"simu_dpe_etiquette_dpe_initial_error","float4","8,8","√","","null","","","Erreur sur la simulation de DPE pour l’état actuel du bâtiment"
"simu_dpe_etiquette_dpe_initial_map","varchar","1","√","","null","","","Etiquette ayant la plus grande probabilité pour l’état actuel du bâtiment"
"simu_dpe_etiquette_dpe_initial_map_2nd","varchar","3","√","","null","","","2 étiquettes ayant la plus grande probabilité pour l’état actuel du bâtiment. Si le champs vaut F-G alors F la première étiquette est l’étiquette la plus probable , G la seconde étiquette la plus probable."
"simu_dpe_etiquette_dpe_initial_map_prob","float4","8,8","√","","null","","","Probabilité que le bâtiment ait une étiquette DPE égale à l’étiquette ayant la plus grande probabilité pour l’état actuel du bâtiment. C’est la probabilité d’avoir pour ce bâtiment l’étiquette etiquette_dpe_initial_map. Si etiquette_dpe_initial_map = F et que etiquette_dpe_initial_map_prob = 0.64 alors il y a 64% de chance que l’étiquette DPE de ce bâtiment soit classé F"
"simu_dpe_etiquette_dpe_initial_map_2nd_prob","float4","8,8","√","","null","","","Probabilité que le bâtiment ait une étiquette DPE parmi les 2 étiquettes ayant la plus grande probabilité pour l’état actuel du bâtiment. Si etiquette_dpe_initial_map_2nd = F-G et que etiquette_dpe_initial_map_2nd_prob = 0.95 alors il y a 95% de chance que l’étiquette DPE de ce bâtiment soit classé F ou G."
"simu_dpe_etiquette_dpe_initial_inc","float4","8,8","√","","null","","","Classe d’incertitude de classe sur l’étiquette dpe avec la plus grande probabilité avant rénovation 1 à 5. Cet indicateur se lit de 1 = peu fiable à 5 = fiable."
"simu_dpe_etiquette_dpe_renove_a","float4","8,8","√","","null","","","Estimation de la probabilité d’avoir des logements d’étiquette A dans le bâtiment après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)"
"simu_dpe_etiquette_dpe_renove_b","float4","8,8","√","","null","","","Estimation de la probabilité d’avoir des logements d’étiquette B dans le bâtiment après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)"
"simu_dpe_etiquette_dpe_renove_c","float4","8,8","√","","null","","","Estimation de la probabilité d’avoir des logements d’étiquette C dans le bâtiment après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)"
"simu_dpe_etiquette_dpe_renove_d","float4","8,8","√","","null","","","Estimation de la probabilité d’avoir des logements d’étiquette D dans le bâtiment après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)"
"simu_dpe_etiquette_dpe_renove_e","float4","8,8","√","","null","","","Estimation de la probabilité d’avoir des logements d’étiquette E dans le bâtiment après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)"
"simu_dpe_etiquette_dpe_renove_f","float4","8,8","√","","null","","","Estimation de la probabilité d’avoir des logements d’étiquette F dans le bâtiment après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)"
"simu_dpe_etiquette_dpe_renove_g","float4","8,8","√","","null","","","Estimation de la probabilité d’avoir des logements d’étiquette G dans le bâtiment après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)"
"simu_dpe_etiquette_dpe_renove_error","float4","8,8","√","","null","","","Erreur sur la simulation de DPE avant rénovation"
"simu_dpe_etiquette_dpe_renove_map","varchar","1","√","","null","","","Etiquette ayant la plus grande probabilité après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)"
"simu_dpe_etiquette_dpe_renove_map_2nd","varchar","3","√","","null","","","2 étiquettes ayant la plus grande probabilité après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)"
"simu_dpe_etiquette_dpe_renove_map_prob","float4","8,8","√","","null","","","Probabilité que le bâtiment ait une étiquette DPE égale à l’étiquette ayant la plus grande probabilité après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)"
"simu_dpe_etiquette_dpe_renove_map_2nd_prob","float4","8,8","√","","null","","","Probabilité que le bâtiment ait une étiquette DPE parmi les 2 étiquettes ayant la plus grande probabilité après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)"
"simu_dpe_etiquette_dpe_renove_inc","float4","8,8","√","","null","","","Incertitude de classe sur l’étiquette dpe avec la plus grande probabilité après un scénario de rénovation globale “standard” (isolation des principaux composants d’enveloppe et changement de système énergétique de chauffage)  1-5"
"simu_dvf_usage_niveau_1_txt","text","2147483647","√","","null","","","indicateurs d’usage simplifié du bâtiment (verbose)"
"simu_dvf_valeur_fonciere_etat_initial_estim_lower","float8","17,17","√","","null","","","Estimation basse de la valeur fonciere avant renovation €/m²"
"simu_dvf_valeur_fonciere_etat_initial_estim_mean","float8","17,17","√","","null","","","Estimation moyenne de la valeur fonciere avant renovation €/m²"
"simu_dvf_valeur_fonciere_etat_initial_estim_upper","float8","17,17","√","","null","","","Estimation haute de la valeur fonciere avant renovation €/m²"
"simu_dvf_valeur_fonciere_etat_initial_incertitude","text","2147483647","√","","null","","","incertitude de l’estimation de la valeur fonciere avant renovation"
"simu_dvf_valeur_fonciere_etat_renove_estim_lower","float8","17,17","√","","null","","","Estimation basse de la valeur fonciere apres renovation €/m²"
"simu_dvf_valeur_fonciere_etat_renove_estim_mean","float8","17,17","√","","null","","","Estimation moyenne de la valeur fonciere apres renovation €/m²"
"simu_dvf_valeur_fonciere_etat_renove_estim_upper","float8","17,17","√","","null","","","Estimation haute de la valeur fonciere apres renovation €/m²"
"simu_dvf_valeur_fonciere_etat_renove_incertitude","text","2147483647","√","","null","","","incertitude de l’estimation de la valeur fonciere apres renovation"
"simu_dvf_classe_dpe_conso_initial","text","2147483647","√","","null","","","classe dpe a l’echelle bâtiment predit dans son etat initial"
"simu_dvf_classe_dpe_conso_renove","text","2147483647","√","","null","","","classe dpe a l’echelle bâtiment predit dans son etat renove"
"simu_dvf_r2","float8","17,17","√","","null","","","r2 du modele de simulation"
"simu_dvf_difference_abs_valeur_fonciere_etat_initial_renove","float8","17,17","√","","null","","","difference absolue entre la valeur foncière avant et apres renovation €/m²"
"simu_dvf_difference_rel_valeur_fonciere_etat_initial_renove","float8","17,17","√","","null","","","difference relative de valeur fonciere avant et apres renovation"
"simu_dvf_difference_rel_valeur_fonciere_etat_initial_renove_cat","text","2147483647","√","","null","","",""
"simu_dvf_difference_rel_valeur_fonciere_initial_mean_iris","float8","17,17","√","","null","","","difference relative de la valeur fonciere avant renovation par rapport à la moyenne à l’iris predite sans renovation"
"simu_dvf_difference_rel_valeur_fonciere_renove_mean_iris","float8","17,17","√","","null","","","difference relative de la valeur fonciere apres renovation par rapport à la moyenne à l’iris predite sans renovation"
"simu_valeur_verte_renovation","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule une rénovation"
"simu_valeur_verte_gain_classe_b_vers_a","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE B vers A"
"simu_valeur_verte_gain_classe_c_vers_a","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE C vers A"
"simu_valeur_verte_gain_classe_c_vers_b","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE C vers B"
"simu_valeur_verte_gain_classe_d_vers_a","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE D vers A"
"simu_valeur_verte_gain_classe_d_vers_b","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE D vers B"
"simu_valeur_verte_gain_classe_d_vers_c","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE D vers C"
"simu_valeur_verte_gain_classe_e_vers_a","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE E vers A"
"simu_valeur_verte_gain_classe_e_vers_b","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE E vers B"
"simu_valeur_verte_gain_classe_e_vers_c","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE E vers C"
"simu_valeur_verte_gain_classe_e_vers_d","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE E vers D"
"simu_valeur_verte_gain_classe_f_vers_a","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE F vers A"
"simu_valeur_verte_gain_classe_f_vers_b","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE F vers B"
"simu_valeur_verte_gain_classe_f_vers_c","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE F vers C"
"simu_valeur_verte_gain_classe_f_vers_d","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE F vers D"
"simu_valeur_verte_gain_classe_f_vers_e","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE F vers E"
"simu_valeur_verte_gain_classe_g_vers_a","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE G vers A"
"simu_valeur_verte_gain_classe_g_vers_b","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE G vers B"
"simu_valeur_verte_gain_classe_g_vers_c","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE G vers C"
"simu_valeur_verte_gain_classe_g_vers_d","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE G vers D"
"simu_valeur_verte_gain_classe_g_vers_e","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE G vers E"
"simu_valeur_verte_gain_classe_g_vers_f","numeric","0","√","","null","","","(simulations) gain en % de la valeur immobilière lorsqu’on simule le changement de DPE G vers F"
"enveloppe_source_information_principale","text","2147483647","√","","null","","","base de données source principale d’où est tirée directement les informations sur les systèmes énergétiques du bâtiment. (pour l’instant pas de combinaisons de sources voir méthodo)"
"enveloppe_score_fiabilite","int4","10","√","","null","","","score de fiabilité attribué aux informations affichées. En fonction de la source principale et du recoupement des informations de plusieurs sources le score peut être plus ou moins élevé. Le score maximal de confiance est de 10, le score minimal de 1. des informations recoupées par plusieurs sources ont un score de confiance plus élevé que des informations fournies par une unique source (voir méthodo)"
"enveloppe_type_batiment_dpe","text","2147483647","√","","null","","","défini si le DPE a été établi pour une maison, un appartement ou un immeuble entier. Cette colonne est renseignée uniquement si la source d’information est un DPE."
"enveloppe_type_vitrage","text","2147483647","√","","null","","","type de vitrage principal des baies vitrées du DPE"
"enveloppe_type_materiaux_menuiserie","text","2147483647","√","","null","","","type de matériaux principal des menuiseries des baies vitrées du DPE"
"enveloppe_type_gaz_lame","text","2147483647","√","","null","","","type de gaz injecté principalement dans la lame entre les vitrages des baies vitrées du DPE (double vitrage ou triple vitrage uniquement)"
"enveloppe_type_fermeture","text","2147483647","√","","null","","","type de fermeture principale installée sur les baies vitrées du DPE (volet,persienne etc..)"
"enveloppe_epaisseur_lame","int2","5","√","","null","","","epaisseur principale de la lame de gaz entre vitrages pour les baies vitrées du DPE."
"enveloppe_vitrage_vir","bool","1","√","","null","","","le vitrage a été traité avec un traitement à isolation renforcé ce qui le rend plus performant d’un point de vue thermique."
"enveloppe_traversant","text","2147483647","√","","null","","","indicateur du côté traversant du logement."
"enveloppe_u_baie_vitree","numeric","0","√","","null","","","Coefficient de transmission thermique moyen des baies vitrées en incluant le calcul de la résistance additionelle des fermetures (calcul Ujn) (W/m²/K)"
"enveloppe_uw","numeric","0","√","","null","","","Coefficient de transmission thermique moyen des baies vitrées sans prise en compte des fermeture (W/m²/K)"
"enveloppe_facteur_solaire_baie_vitree","numeric","0","√","","null","","","facteur de transmission du flux solaire par la baie vitrée. coefficient entre 0 et 1"
"enveloppe_presence_balcon","bool","1","√","","null","","","présence de balcons identifiés par analyse des coefficients de masques solaires du DPE."
"enveloppe_l_orientation_baie_vitree","_text","2147483647","√","","null","","","liste des orientations des baies vitrées (enum version BDNB)"
"enveloppe_pourcentage_surface_baie_vitree_exterieur","numeric","0","√","","null","","","pourcentage de surface de baies vitrées sur les murs extérieurs"
"enveloppe_type_isolation_mur_exterieur","text","2147483647","√","","null","","","type d’isolation principal des murs donnant sur l’extérieur pour le DPE"
"enveloppe_epaisseur_isolation_mur_exterieur_estim","int4","10","√","","null","","","epaisseur d’isolation moyenne des murs extérieurs estimée à partir de la différence entre le U de mur et le U de mur nu. Dans le cas d’une épaisseur déclarée c’est directement l’épaisseur déclarée qui est considérée, dans le cas contraire l’épaisseur est estimée aussi pour les U conventionels de la méthode 3CL DPE."
"enveloppe_materiaux_structure_mur_exterieur","text","2147483647","√","","null","","","matériaux ou principe constructif principal utilisé pour les murs extérieurs (enum version BDNB)"
"enveloppe_materiaux_structure_mur_exterieur_simplifie","text","2147483647","√","","null","","","materiaux principal utilié pour les murs extérieur simplifié. Cette information peut être récupérée de différentes sources (Fichiers Fonciers ou DPE pour le moment)"
"enveloppe_epaisseur_structure_mur_exterieur","text","2147483647","√","","null","","","epaisseur moyenne de la partie structure du mur (sans l’isolation rapportée ni les doublages)"
"enveloppe_u_mur_exterieur","numeric","0","√","","null","","","Coefficient de transmission thermique moyen des murs extérieurs (W/m²/K)"
"enveloppe_l_local_non_chauffe_mur","_text","2147483647","√","","null","","","liste des locaux non chauffés en contact avec les murs (enum DPE 2021)"
"enveloppe_local_non_chauffe_principal_mur","text","2147483647","√","","null","","","liste des locaux non chauffés en contact avec les murs (enum DPE 2021)"
